Olympiad_Participation,Scholarship,Fav_sub,Projects,Grasp_pow,Time_sprt,Career_sprt,Act_sprt,Fant_arts,Won_arts,Time_art,Predicted Hobby
No,No,Any language,No,3,1,No,Yes,Yes,Yes,5,Arts
No,No,Any language,Yes,4,3,No,Yes,Yes,Yes,4,Arts
No,No,Mathematics,No,3,3,No,No,Yes,Yes,5,Arts
No,No,Mathematics,Yes,3,1,No,Yes,Yes,Yes,5,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Yes,4,Arts
No,No,Any language,Yes,4,2,No,Yes,Yes,Yes,5,Arts
No,No,Any language,Yes,3,2,No,Yes,Yes,Yes,4,Arts
No,No,Any language,Yes,3,1,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,1,No,Yes,Yes,Yes,5,Arts
No,No,History/Geography,Yes,3,2,No,No,Yes,Yes,4,Arts
No,No,History/Geography,No,3,2,No,Yes,Yes,Yes,5,Arts
No,No,Mathematics,No,3,2,No,Yes,Yes,Yes,5,Arts
No,No,Any language,No,3,2,No,Yes,Yes,Yes,3,Arts
No,No,History/Geography,No,3,1,No,Yes,Yes,Yes,5,Arts
No,No,Science,No,3,2,No,Yes,Yes,Yes,4,Arts
No,No,Science,No,3,1,No,Yes,Yes,Yes,5,Arts
No,No,Any language,Yes,2,3,No,Yes,Yes,Yes,4,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Yes,5,Arts
No,No,Science,No,3,2,No,No,Yes,Yes,5,Arts
No,Yes,History/Geography,No,3,2,No,No,Yes,Yes,5,Arts
No,Yes,Mathematics,No,4,3,No,Yes,Yes,Yes,4,Arts
No,No,Any language,Yes,3,2,No,Yes,Yes,Yes,4,Arts
No,Yes,Any language,Yes,4,2,No,Yes,Yes,Yes,5,Arts
No,No,Science,Yes,3,2,No,Yes,Yes,Yes,5,Arts
No,Yes,Mathematics,No,2,1,No,Yes,Yes,Yes,4,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,5,Arts
No,No,Mathematics,No,3,1,No,Yes,Yes,Yes,5,Arts
No,No,Science,No,3,4,No,Yes,Yes,Yes,5,Arts
No,No,Any language,No,3,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,2,2,No,No,Yes,Yes,5,Arts
No,No,Any language,No,3,3,No,Yes,Yes,Yes,4,Arts
No,No,Any language,Yes,3,3,No,Yes,Yes,Yes,5,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,5,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,3,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Any language,No,4,1,No,No,Yes,Yes,3,Arts
No,No,Mathematics,No,2,2,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,2,4,No,No,Yes,Yes,3,Arts
No,No,Science,No,3,5,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,3,No,No,Yes,Yes,3,Arts
No,No,Science,No,4,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,6,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,1,2,No,No,Yes,Yes,3,Arts
No,No,Any language,No,1,3,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,4,Arts
No,No,Any language,No,2,3,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,1,No,No,Yes,Yes,3,Arts
No,No,Science,No,3,5,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,3,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,3,Arts
No,No,Mathematics,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,4,4,No,No,Yes,Yes,5,Arts
No,No,Science,No,3,2,No,No,Yes,Yes,5,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,2,Arts
No,No,Any language,No,3,2,No,No,Yes,Yes,5,Arts
No,No,Mathematics,No,4,6,No,No,Yes,Yes,3,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,5,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,3,Arts
No,No,Science,No,3,6,No,No,Yes,Yes,5,Arts
No,No,Mathematics,No,2,6,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,4,Arts
No,No,Any language,No,2,3,No,No,Yes,Yes,2,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Yes,2,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,1,Arts
No,No,Science,No,2,2,No,No,Yes,Yes,4,Arts
No,No,Science,No,2,6,No,No,Yes,Yes,4,Arts
No,No,Any language,Yes,3,3,Yes,Yes,No,Yes,2,Arts
No,No,History/Geography,No,3,3,No,No,Yes,Yes,2,Arts
No,No,Any language,No,3,2,No,No,Yes,Yes,2,Arts
No,No,Any language,No,3,6,No,No,Yes,Yes,3,Arts
No,No,Mathematics,No,4,3,No,No,Yes,Yes,3,Arts
No,No,Any language,No,3,2,No,No,Yes,Yes,4,Arts
No,No,Any language,No,4,2,No,No,Yes,Maybe,1,Arts
No,No,Mathematics,No,3,3,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,3,Arts
No,No,Science,No,4,4,No,No,Yes,Maybe,1,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,4,Arts
No,No,Any language,No,4,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,6,No,No,Yes,Yes,4,Arts
No,No,Science,No,2,3,No,No,Yes,Maybe,1,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,4,Arts
No,No,History/Geography,No,3,6,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,4,Arts
No,No,History/Geography,No,4,4,No,No,Yes,Yes,1,Arts
No,No,Science,No,3,1,No,No,Yes,Yes,1,Arts
No,No,Any language,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,3,Arts
No,Yes,Science,Yes,3,6,No,No,Yes,Maybe,1,Arts
No,No,Mathematics,No,3,3,No,No,Yes,Yes,3,Arts
No,No,Mathematics,No,4,1,No,No,Yes,Yes,3,Arts
No,No,Mathematics,No,3,3,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,6,No,No,Yes,Yes,1,Arts
No,No,Mathematics,No,3,3,No,No,Yes,Yes,4,Arts
No,No,Any language,No,3,1,No,No,Yes,Yes,3,Arts
No,No,Mathematics,No,2,2,Yes,Yes,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,Yes,Yes,Maybe,1,Arts
No,No,History/Geography,No,2,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,3,Arts
No,No,Science,No,2,3,No,No,Yes,Yes,2,Arts
No,No,Mathematics,No,2,2,No,No,Yes,Yes,1,Arts
No,No,Science,No,3,2,No,No,Yes,Yes,4,Arts
No,No,Science,No,2,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,2,2,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,3,Arts
No,No,History/Geography,No,3,4,No,No,Yes,Yes,2,Arts
No,No,Science,No,2,2,No,No,Yes,Yes,5,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,1,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,3,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Yes,1,Arts
No,No,Mathematics,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,3,Arts
No,No,Science,No,3,4,No,No,Yes,Yes,1,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,3,Arts
No,No,Any language,No,4,2,No,No,Yes,Yes,1,Arts
No,No,Mathematics,Yes,3,1,No,No,Yes,Yes,2,Arts
No,No,Mathematics,Yes,3,3,Yes,Yes,No,No,1,Arts
No,No,Any language,Yes,4,2,No,No,Yes,Yes,1,Arts
No,No,Any language,Yes,2,2,No,No,Yes,Yes,1,Arts
No,No,Mathematics,Yes,3,1,No,No,Yes,Yes,3,Arts
No,No,Mathematics,Yes,4,5,No,No,Yes,Yes,1,Arts
No,No,Mathematics,Yes,3,6,No,No,Yes,Yes,4,Arts
No,No,Any language,Yes,4,1,No,No,Yes,Yes,1,Arts
No,No,Mathematics,Yes,3,1,No,No,Yes,Yes,1,Arts
No,No,Mathematics,No,4,2,No,No,Yes,Yes,4,Arts
No,No,Science,Yes,3,5,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,2,4,No,No,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,4,Arts
No,No,Science,Yes,4,3,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,2,No,No,Yes,Yes,3,Arts
No,No,Mathematics,Yes,3,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,4,1,No,No,Yes,Yes,4,Arts
No,No,Science,Yes,4,2,No,No,Yes,Yes,4,Arts
No,No,Any language,No,2,1,No,No,Yes,Yes,3,Arts
No,No,Any language,No,4,3,No,No,Yes,Yes,2,Arts
No,No,Science,Yes,3,4,No,No,Yes,Yes,3,Arts
No,No,Mathematics,Yes,4,2,No,No,Yes,Yes,5,Arts
No,No,Science,Yes,3,2,No,No,Yes,Yes,3,Arts
No,No,Mathematics,Yes,3,1,No,No,Yes,Yes,1,Arts
No,No,Mathematics,Yes,3,2,No,No,Yes,Yes,3,Arts
No,No,Mathematics,Yes,2,4,No,No,Yes,Yes,2,Arts
No,No,Science,Yes,3,2,No,No,Yes,Yes,1,Arts
No,No,Mathematics,Yes,3,3,No,No,Yes,Yes,2,Arts
No,No,Science,Yes,3,1,No,No,Yes,Yes,1,Arts
No,No,Science,Yes,3,3,No,No,Yes,Yes,3,Arts
No,No,Science,Yes,3,2,No,No,Yes,Yes,5,Arts
No,No,Mathematics,Yes,3,1,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Yes,6,Arts
No,No,Any language,No,2,2,No,No,Yes,Yes,4,Arts
No,No,Mathematics,Yes,3,2,No,No,Yes,Yes,5,Arts
No,No,Any language,No,2,2,No,No,Yes,Yes,1,Arts
No,No,History/Geography,No,3,1,No,No,Yes,Yes,3,Arts
No,No,Mathematics,No,3,1,No,No,Yes,Yes,4,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Yes,2,Arts
No,No,Science,Yes,3,5,No,Yes,Yes,No,2,Arts
No,No,Any language,Yes,4,3,No,Yes,Yes,No,1,Arts
No,Yes,Mathematics,No,3,3,No,No,Yes,No,2,Arts
No,No,Science,Yes,3,3,No,Yes,Yes,No,3,Arts
No,No,Mathematics,No,3,4,No,No,Yes,Maybe,1,Arts
No,No,Science,No,3,2,No,Yes,Yes,No,1,Arts
No,No,Mathematics,No,3,2,No,No,Yes,No,2,Arts
No,No,Mathematics,No,4,1,No,Yes,Yes,No,3,Arts
No,Yes,Science,No,3,5,Yes,Yes,Yes,Yes,3,Arts
No,No,Any language,Yes,3,5,No,Yes,No,Yes,1,Arts
No,No,Mathematics,No,2,3,Yes,Yes,Yes,No,2,Arts
No,No,Mathematics,No,4,3,Yes,No,Yes,No,6,Arts
No,Yes,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
No,No,Science,No,3,3,No,Yes,Yes,Maybe,2,Arts
No,Yes,Mathematics,No,3,2,No,Yes,Yes,No,1,Arts
No,No,Science,Yes,4,4,Yes,Yes,Yes,Yes,6,Arts
No,No,Mathematics,No,3,4,No,Yes,Yes,No,1,Arts
No,No,Any language,No,3,2,No,No,Yes,Yes,6,Arts
No,No,Science,Yes,4,2,No,Yes,Yes,Yes,2,Arts
No,Yes,Science,Yes,4,3,No,Yes,No,Yes,1,Arts
No,No,Mathematics,No,3,1,No,Yes,Yes,Yes,2,Arts
No,No,Any language,No,3,3,No,Yes,Yes,Yes,2,Arts
No,No,Science,No,3,4,No,Yes,Yes,No,2,Arts
No,Yes,Science,No,3,3,No,Yes,No,No,3,Arts
No,No,Any language,Yes,1,2,No,Yes,Yes,Yes,6,Arts
No,Yes,Any language,Yes,3,6,No,Yes,Yes,Yes,6,Arts
No,Yes,History/Geography,No,4,3,No,No,No,Maybe,2,Arts
No,No,Mathematics,No,3,3,No,Yes,Yes,Yes,2,Arts
No,No,Any language,No,2,2,No,Yes,Yes,Yes,4,Arts
No,No,Any language,Yes,4,1,Yes,No,Yes,Yes,1,Arts
No,No,Mathematics,Yes,3,3,No,Yes,Yes,Yes,2,Arts
No,Yes,Mathematics,Yes,4,2,Yes,Yes,Yes,Yes,5,Arts
No,No,Mathematics,No,2,4,Yes,Yes,Yes,Yes,2,Arts
No,No,Mathematics,Yes,3,3,Yes,Yes,Yes,Yes,3,Arts
No,No,Science,Yes,4,2,No,Yes,Yes,Maybe,2,Arts
No,No,Mathematics,No,2,3,No,Yes,Yes,No,3,Arts
No,No,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
No,Yes,Mathematics,Yes,2,3,Yes,Yes,Yes,Maybe,6,Arts
No,No,Any language,No,1,3,No,Yes,Yes,Yes,2,Arts
No,Yes,Any language,Yes,4,2,Yes,No,Yes,Yes,5,Arts
No,No,Science,No,3,3,Yes,No,No,Yes,5,Arts
No,No,Science,No,3,3,No,No,Yes,Yes,2,Arts
No,Yes,Science,Yes,3,5,No,Yes,Yes,Yes,5,Arts
No,Yes,Any language,Yes,4,3,No,Yes,Yes,Yes,1,Arts
Yes,No,Mathematics,No,3,3,No,No,Yes,Yes,2,Arts
No,Yes,Mathematics,Yes,4,4,Yes,No,Yes,Yes,5,Arts
No,No,Mathematics,Yes,4,6,No,Yes,Yes,Yes,3,Arts
No,No,History/Geography,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
Yes,Yes,Science,Yes,3,4,Yes,Yes,Yes,Yes,3,Arts
No,No,History/Geography,Yes,3,3,Yes,Yes,Yes,Yes,4,Arts
No,Yes,Science,Yes,2,2,No,Yes,Yes,Maybe,2,Arts
No,No,Any language,Yes,3,3,No,Yes,Yes,Yes,2,Arts
No,No,Mathematics,Yes,2,4,Yes,No,Yes,Maybe,3,Arts
Yes,No,History/Geography,Yes,3,2,Yes,No,Yes,Yes,2,Arts
No,Yes,Mathematics,Yes,3,2,No,No,Yes,Maybe,4,Arts
No,No,Mathematics,Yes,3,6,No,No,Yes,Yes,4,Arts
Yes,No,Mathematics,Yes,3,2,No,Yes,Yes,Yes,1,Arts
Yes,No,Science,Yes,3,6,No,Yes,Yes,Yes,3,Arts
Yes,No,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
No,No,Science,Yes,3,2,No,Yes,Yes,Maybe,3,Arts
No,No,Science,Yes,3,4,Yes,Yes,Yes,Yes,6,Arts
Yes,Yes,Mathematics,Yes,3,3,Yes,Yes,Yes,Maybe,6,Arts
No,No,Mathematics,No,3,1,No,Yes,Yes,Yes,5,Arts
No,No,Any language,No,3,2,No,No,Yes,Yes,5,Arts
No,No,Any language,Yes,1,6,Yes,Yes,Yes,Yes,4,Arts
Yes,No,Science,Yes,3,6,No,Yes,Yes,Yes,2,Arts
Yes,No,Science,Yes,3,6,No,Yes,Yes,Yes,5,Arts
No,Yes,Science,No,3,3,No,No,Yes,Maybe,5,Arts
No,Yes,Any language,Yes,2,6,No,Yes,Yes,Yes,3,Arts
No,No,Mathematics,No,4,3,No,Yes,Yes,Maybe,3,Arts
No,No,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
Yes,Yes,Mathematics,Yes,4,2,Yes,Yes,Yes,Yes,5,Arts
Yes,No,Any language,No,3,2,No,No,No,No,4,Arts
Yes,Yes,History/Geography,Yes,3,3,No,Yes,Yes,Yes,3,Arts
Yes,No,Any language,Yes,1,2,No,Yes,Yes,Yes,2,Arts
No,Yes,Any language,Yes,3,6,No,Yes,Yes,Yes,3,Arts
No,No,Any language,No,3,3,No,Yes,Yes,Yes,2,Arts
Yes,No,Any language,No,2,2,No,Yes,Yes,Yes,4,Arts
No,Yes,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
Yes,No,Mathematics,Yes,3,3,No,Yes,Yes,Yes,2,Arts
Yes,Yes,Mathematics,Yes,4,2,Yes,Yes,Yes,Yes,5,Arts
Yes,Yes,Science,Yes,3,2,No,Yes,Yes,Yes,3,Arts
No,No,Any language,No,4,1,Yes,No,Yes,Yes,4,Arts
Yes,No,Science,Yes,3,3,No,Yes,Yes,Yes,2,Arts
Yes,Yes,Mathematics,Yes,4,2,Yes,Yes,Yes,Yes,5,Arts
No,No,Mathematics,Yes,3,1,No,Yes,Yes,Maybe,1,Arts
No,No,Science,Yes,3,4,Yes,Yes,Yes,Maybe,5,Arts
No,No,Science,Yes,3,3,Yes,Yes,Yes,Yes,3,Arts
No,No,Any language,Yes,4,2,No,Yes,No,Yes,2,Arts
Yes,No,Mathematics,No,3,3,No,Yes,Yes,Yes,4,Arts
No,No,Any language,Yes,3,2,No,Yes,Yes,Yes,4,Arts
No,No,Mathematics,No,3,1,No,Yes,Yes,No,4,Arts
Yes,Yes,Any language,Yes,4,2,No,Yes,No,Yes,1,Arts
Yes,Yes,Mathematics,Yes,3,3,No,Yes,Yes,Yes,5,Arts
Yes,No,Science,Yes,3,4,No,Yes,Yes,Yes,3,Arts
No,No,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
Yes,No,Science,Yes,3,6,No,Yes,Yes,Yes,3,Arts
No,No,History/Geography,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
No,No,Mathematics,Yes,2,3,Yes,Yes,Yes,Yes,3,Arts
Yes,Yes,Mathematics,Yes,2,2,Yes,No,Yes,Yes,4,Arts
Yes,No,History/Geography,Yes,4,3,Yes,Yes,Yes,Yes,4,Arts
Yes,No,Science,No,3,3,No,No,No,Yes,3,Arts
No,No,Science,Yes,4,2,No,Yes,Yes,Maybe,3,Arts
No,No,Any language,Yes,3,4,Yes,Yes,Yes,Yes,6,Arts
No,No,Mathematics,Yes,3,3,Yes,Yes,Yes,Yes,3,Arts
No,No,History/Geography,Yes,4,2,No,Yes,Yes,Maybe,2,Arts
Yes,Yes,Mathematics,Yes,3,3,Yes,Yes,Yes,Maybe,6,Arts
No,No,Mathematics,No,3,1,No,Yes,Yes,Yes,3,Arts
Yes,No,History/Geography,No,3,3,No,Yes,Yes,Yes,3,Arts
No,No,Science,Yes,4,4,Yes,Yes,Yes,Yes,6,Arts
No,No,Mathematics,Yes,4,6,No,Yes,Yes,Yes,5,Arts
No,No,Mathematics,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
Yes,Yes,Mathematics,Yes,3,3,Yes,Yes,No,Maybe,6,Arts
No,No,Mathematics,No,3,1,No,Yes,Yes,Yes,2,Arts
Yes,No,Any language,No,3,6,No,Yes,Yes,Yes,2,Arts
No,Yes,Science,Yes,3,3,Yes,Yes,Yes,Yes,3,Arts
No,No,Science,Yes,4,3,Yes,Yes,Yes,Yes,3,Arts
Yes,No,Science,Yes,3,3,Yes,Yes,Yes,Yes,3,Arts
No,Yes,Mathematics,Yes,3,2,Yes,Yes,Yes,Maybe,3,Arts
No,No,Mathematics,Yes,3,6,No,Yes,No,Yes,5,Arts
No,No,History/Geography,Yes,3,3,Yes,Yes,Yes,Yes,3,Arts
No,Yes,Any language,Yes,2,6,No,Yes,Yes,Yes,3,Arts
No,No,Mathematics,No,4,3,No,Yes,Yes,Yes,3,Arts
Yes,No,Mathematics,Yes,3,1,Yes,Yes,Yes,Yes,4,Arts
No,Yes,History/Geography,Yes,3,2,No,Yes,Yes,Yes,2,Arts
No,No,History/Geography,Yes,3,6,Yes,Yes,Yes,Yes,4,Arts
No,No,Any language,Yes,3,2,Yes,No,Yes,Yes,4,Arts
Yes,No,Mathematics,Yes,3,6,No,Yes,Yes,Yes,1,Arts
Yes,No,Mathematics,Yes,3,6,No,Yes,Yes,Yes,3,Arts
No,Yes,Mathematics,Yes,3,1,Yes,No,Yes,Maybe,3,Arts
No,No,Mathematics,No,3,6,Yes,Yes,Yes,Yes,4,Arts
No,Yes,Mathematics,Yes,3,1,Yes,Yes,Yes,Maybe,3,Arts
No,Yes,Science,Yes,3,3,Yes,No,Yes,Maybe,2,Arts
Yes,Yes,Mathematics,Yes,4,2,Yes,Yes,Yes,Yes,5,Arts
Yes,Yes,Mathematics,Yes,2,2,No,No,Yes,Maybe,3,Arts
No,No,Science,Yes,3,4,Yes,No,Yes,Maybe,5,Arts
No,No,Science,Yes,3,5,Yes,No,Yes,Yes,3,Arts
No,No,Mathematics,Yes,3,3,Yes,No,Yes,Yes,3,Arts
No,No,Mathematics,Yes,2,3,No,No,Yes,Yes,5,Arts
Yes,No,Mathematics,Yes,3,6,No,Yes,Yes,Yes,6,Arts
No,No,Science,Yes,3,3,No,Yes,Yes,Yes,4,Arts
Yes,Yes,Science,No,2,3,No,No,Yes,Maybe,4,Arts
Yes,No,Mathematics,No,3,6,Yes,No,Yes,Yes,4,Arts
No,No,Science,No,3,2,No,Yes,Yes,Yes,3,Arts
Yes,No,Science,No,3,3,No,Yes,Yes,Yes,3,Arts
Yes,No,Science,No,2,3,Yes,No,Yes,Yes,5,Arts
Yes,No,History/Geography,No,3,2,No,Yes,Yes,Yes,3,Arts
Yes,Yes,Mathematics,Yes,3,4,No,No,Yes,Maybe,4,Arts
Yes,No,History/Geography,No,4,5,No,Yes,Yes,No,4,Arts
Yes,No,Science,Yes,2,3,Yes,Yes,Yes,Yes,3,Arts
Yes,No,Science,Yes,4,5,No,Yes,Yes,Yes,3,Arts
Yes,No,Mathematics,No,3,3,No,Yes,Yes,Yes,2,Arts
No,Yes,Any language,No,3,5,No,Yes,Yes,Yes,5,Arts
Yes,No,Mathematics,No,4,6,Yes,Yes,No,No,4,Arts
Yes,No,Science,No,2,6,Yes,Yes,Yes,Yes,4,Arts
Yes,Yes,History/Geography,No,4,1,Yes,Yes,Yes,Maybe,3,Arts
Yes,No,Science,Yes,3,6,No,Yes,Yes,Yes,3,Arts
No,No,Mathematics,No,3,6,Yes,No,Yes,Yes,4,Arts
Yes,No,History/Geography,No,3,3,No,No,Yes,Yes,3,Arts
Yes,Yes,Science,Yes,4,2,No,No,Yes,Yes,4,Arts
No,Yes,Mathematics,Yes,3,1,No,No,Yes,Maybe,4,Arts
Yes,No,Science,Yes,3,3,No,No,Yes,Yes,2,Arts
No,No,Any language,Yes,3,2,Yes,Yes,Yes,Yes,4,Arts
Yes,No,Science,Yes,3,6,No,Yes,Yes,Yes,4,Arts
Yes,No,Mathematics,No,3,2,Yes,Yes,Yes,Yes,4,Arts
Yes,No,Science,Yes,3,4,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,5,4,Yes,Yes,No,No,3,Sports
Yes,No,Mathematics,Yes,5,5,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,3,6,Yes,Yes,No,No,4,Sports
No,No,Any language,Yes,3,4,Yes,Yes,No,No,2,Sports
No,No,Mathematics,Yes,4,4,Yes,Yes,No,Maybe,1,Sports
No,No,Mathematics,Yes,4,4,Yes,Yes,No,No,4,Sports
No,No,Mathematics,No,2,4,Yes,No,No,No,2,Sports
Yes,No,Science,Yes,4,5,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,4,4,Yes,Yes,No,No,2,Sports
No,No,Science,Yes,4,4,Yes,Yes,No,Maybe,3,Sports
No,No,Mathematics,Yes,4,4,Yes,No,No,No,1,Sports
Yes,No,History/Geography,No,4,4,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,4,4,Yes,Yes,No,No,2,Sports
No,No,Mathematics,No,4,4,Yes,Yes,No,No,1,Sports
No,No,Science,No,4,4,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,5,4,Yes,No,No,No,1,Sports
Yes,Yes,Science,Yes,4,4,Yes,Yes,No,No,1,Sports
Yes,Yes,Science,Yes,3,4,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,No,4,4,Yes,Yes,No,No,2,Sports
Yes,No,Any language,Yes,2,4,No,Yes,No,No,1,Sports
Yes,No,History/Geography,No,4,4,No,No,No,No,1,Sports
No,No,Science,Yes,3,3,Yes,Yes,No,No,3,Sports
No,No,Mathematics,No,3,4,No,Yes,No,Maybe,1,Sports
Yes,No,Science,Yes,4,6,No,Yes,No,No,3,Sports
No,Yes,Mathematics,Yes,4,3,Yes,Yes,No,Maybe,3,Sports
No,No,Science,Yes,3,5,Yes,No,No,No,2,Sports
Yes,No,Science,Yes,4,6,No,Yes,No,No,3,Sports
No,No,History/Geography,Yes,3,6,Yes,Yes,No,No,4,Sports
No,Yes,Science,No,3,3,No,Yes,No,No,2,Sports
No,No,Mathematics,No,4,3,No,Yes,No,No,2,Sports
No,No,Science,Yes,3,3,Yes,No,No,No,3,Sports
No,No,Any language,No,4,3,No,Yes,No,No,2,Sports
Yes,No,Any language,Yes,2,3,No,Yes,No,No,2,Sports
Yes,Yes,Mathematics,Yes,5,3,Yes,Yes,No,No,1,Sports
No,No,Science,Yes,4,3,No,Yes,No,No,3,Sports
No,No,Any language,Yes,5,3,Yes,No,No,No,1,Sports
No,Yes,Mathematics,Yes,4,5,Yes,Yes,No,Maybe,1,Sports
No,No,Mathematics,No,4,5,Yes,Yes,No,No,1,Sports
Yes,No,Science,Yes,4,6,Yes,Yes,No,Maybe,1,Sports
No,No,Mathematics,No,3,6,Yes,No,No,No,1,Sports
Yes,No,Mathematics,Yes,5,6,Yes,Yes,No,No,1,Sports
No,No,Mathematics,Yes,3,6,Yes,Yes,No,Maybe,1,Sports
No,No,History/Geography,No,4,4,Yes,Yes,No,Maybe,1,Sports
No,No,Mathematics,No,3,4,Yes,Yes,No,Maybe,1,Sports
No,No,Any language,No,4,6,Yes,No,No,No,1,Sports
No,No,Any language,Yes,5,5,Yes,Yes,No,Maybe,2,Sports
No,No,History/Geography,No,4,5,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,4,4,No,Yes,No,No,1,Sports
No,No,Mathematics,Yes,2,4,Yes,No,No,Maybe,2,Sports
No,No,Any language,No,4,4,Yes,Yes,No,Maybe,1,Sports
No,No,History/Geography,No,2,3,Yes,Yes,No,Maybe,1,Sports
No,No,Mathematics,Yes,3,6,Yes,Yes,No,Maybe,1,Sports
No,No,Any language,No,2,5,Yes,No,No,Maybe,2,Sports
Yes,No,History/Geography,No,5,4,Yes,Yes,No,No,1,Sports
No,No,Mathematics,No,3,4,Yes,Yes,No,No,1,Sports
No,No,Any language,Yes,5,5,Yes,Yes,No,No,1,Sports
Yes,No,Mathematics,No,5,5,Yes,Yes,No,No,1,Sports
Yes,Yes,Any language,No,5,3,No,No,No,Maybe,2,Sports
Yes,No,Any language,Yes,4,6,Yes,Yes,No,Maybe,1,Sports
No,No,Science,No,5,6,Yes,No,No,No,1,Sports
No,No,Mathematics,No,3,6,Yes,Yes,No,No,1,Sports
No,No,Mathematics,Yes,5,5,Yes,Yes,No,No,1,Sports
